Timestamp_Beijing,HR,GSR,HR_baseline,GSR_baseline
'2026-03-15 15:24:40,78,141,,
'2026-03-15 15:24:40,78,135,,
'2026-03-15 15:24:40,78,141,,
'2026-03-15 15:24:40,78,145,,
'2026-03-15 15:24:41,78,136,,
'2026-03-15 15:24:41,78,138,,
'2026-03-15 15:24:41,78,150,,
'2026-03-15 15:24:41,78,138,,
'2026-03-15 15:24:42,78,137,,
'2026-03-15 15:24:42,78,153,,
'2026-03-15 15:24:42,78,141,,
'2026-03-15 15:24:42,80,140,,
'2026-03-15 15:24:42,80,155,,
'2026-03-15 15:24:43,80,144,,
'2026-03-15 15:24:43,81,142,,
'2026-03-15 15:24:43,81,156,,
'2026-03-15 15:24:43,81,145,,
'2026-03-15 15:24:43,81,143,,
'2026-03-15 15:24:44,82,157,,
'2026-03-15 15:24:44,82,145,,
'2026-03-15 15:24:44,82,143,,
'2026-03-15 15:24:44,82,156,,
'2026-03-15 15:24:44,82,146,,
'2026-03-15 15:24:45,82,144,,
'2026-03-15 15:24:45,82,154,,
'2026-03-15 15:24:45,82,150,,
'2026-03-15 15:24:45,82,145,,
'2026-03-15 15:24:45,82,146,,
'2026-03-15 15:24:46,82,160,,
'2026-03-15 15:24:46,82,147,,
'2026-03-15 15:24:46,82,144,,
'2026-03-15 15:24:46,81,158,,
'2026-03-15 15:24:46,81,148,,
'2026-03-15 15:24:47,81,145,,
'2026-03-15 15:24:47,81,152,,
'2026-03-15 15:24:47,81,154,,
'2026-03-15 15:24:47,81,146,,
'2026-03-15 15:24:47,81,147,,
'2026-03-15 15:24:48,81,158,,
'2026-03-15 15:24:48,81,148,,
'2026-03-15 15:24:48,81,145,,
'2026-03-15 15:24:48,81,160,,
'2026-03-15 15:24:49,81,149,,
'2026-03-15 15:24:49,81,147,,
'2026-03-15 15:24:49,80,160,,
'2026-03-15 15:24:49,80,149,,
'2026-03-15 15:24:49,80,148,,
'2026-03-15 15:24:50,80,160,,
'2026-03-15 15:24:50,80,150,,
'2026-03-15 15:24:50,80,148,,
'2026-03-15 15:24:50,80,159,,
'2026-03-15 15:24:50,80,152,,
'2026-03-15 15:24:51,80,148,,
'2026-03-15 15:24:51,80,155,,
'2026-03-15 15:24:51,80,159,,
'2026-03-15 15:24:51,80,149,,
'2026-03-15 15:24:51,80,150,,
'2026-03-15 15:24:52,80,162,,
'2026-03-15 15:24:52,80,150,,
'2026-03-15 15:24:52,80,148,,
'2026-03-15 15:24:52,80,162,,
'2026-03-15 15:24:52,80,151,,
'2026-03-15 15:24:53,80,149,,
'2026-03-15 15:24:53,81,162,,
'2026-03-15 15:24:53,81,152,,
'2026-03-15 15:24:53,81,150,,
'2026-03-15 15:24:53,82,161,,
'2026-03-15 15:24:54,82,152,,
'2026-03-15 15:24:54,82,151,,
'2026-03-15 15:24:54,82,162,,
'2026-03-15 15:24:54,82,154,,
'2026-03-15 15:24:54,82,150,,
'2026-03-15 15:24:55,83,160,,
'2026-03-15 15:24:55,83,157,,
'2026-03-15 15:24:55,83,151,,
'2026-03-15 15:24:55,82,155,,
'2026-03-15 15:24:56,82,165,,
'2026-03-15 15:24:56,82,152,,
'2026-03-15 15:24:56,82,151,,
'2026-03-15 15:24:56,82,166,,
'2026-03-15 15:24:56,82,153,,
'2026-03-15 15:24:57,82,152,,
'2026-03-15 15:24:57,82,165,,
'2026-03-15 15:24:57,82,153,,
'2026-03-15 15:24:57,82,153,,
'2026-03-15 15:24:57,82,164,,
'2026-03-15 15:24:58,82,155,,
'2026-03-15 15:24:58,82,153,,
'2026-03-15 15:24:58,82,164,,
'2026-03-15 15:24:58,82,156,,
'2026-03-15 15:24:58,82,154,,
'2026-03-15 15:24:59,83,164,,
'2026-03-15 15:24:59,83,158,,
'2026-03-15 15:24:59,83,153,,
'2026-03-15 15:24:59,83,164,,
'2026-03-15 15:24:59,83,159,,
'2026-03-15 15:25:00,83,153,,
'2026-03-15 15:25:00,83,164,,
'2026-03-15 15:25:00,83,158,,
'2026-03-15 15:25:00,83,155,,
'2026-03-15 15:25:00,84,164,,
'2026-03-15 15:25:01,84,159,,
'2026-03-15 15:25:01,84,154,,
'2026-03-15 15:25:01,84,164,,
'2026-03-15 15:25:01,84,158,,
'2026-03-15 15:25:01,84,154,,
'2026-03-15 15:25:02,84,163,,
'2026-03-15 15:25:02,84,159,,
'2026-03-15 15:25:02,84,155,,
'2026-03-15 15:25:02,85,163,,
'2026-03-15 15:25:02,85,160,,
'2026-03-15 15:25:03,85,156,,
'2026-03-15 15:25:03,86,165,,
'2026-03-15 15:25:03,86,160,,
'2026-03-15 15:25:03,86,157,,
'2026-03-15 15:25:04,87,168,,
'2026-03-15 15:25:04,87,158,,
'2026-03-15 15:25:04,87,157,,
'2026-03-15 15:25:04,88,171,,
'2026-03-15 15:25:04,88,159,,
'2026-03-15 15:25:05,88,158,,
'2026-03-15 15:25:05,88,170,,
'2026-03-15 15:25:05,88,160,,
'2026-03-15 15:25:05,88,158,,
'2026-03-15 15:25:05,88,171,,
'2026-03-15 15:25:06,88,162,,
'2026-03-15 15:25:06,88,159,,
'2026-03-15 15:25:06,87,168,,
'2026-03-15 15:25:06,87,165,,
'2026-03-15 15:25:06,87,160,,
'2026-03-15 15:25:07,86,162,,
'2026-03-15 15:25:07,86,169,,
'2026-03-15 15:25:07,86,159,,
'2026-03-15 15:25:07,85,157,,
'2026-03-15 15:25:07,85,168,,
'2026-03-15 15:25:08,85,156,,
'2026-03-15 15:25:08,85,153,,
'2026-03-15 15:25:08,85,166,,
'2026-03-15 15:25:08,85,154,,
'2026-03-15 15:25:08,85,153,,
'2026-03-15 15:25:09,85,167,,
'2026-03-15 15:25:09,85,156,,
'2026-03-15 15:25:09,85,153,,
'2026-03-15 15:25:09,84,166,,
'2026-03-15 15:25:09,84,158,,
'2026-03-15 15:25:10,84,155,,
'2026-03-15 15:25:10,83,164,,
'2026-03-15 15:25:10,83,162,,
'2026-03-15 15:25:10,83,157,,
'2026-03-15 15:25:11,82,159,,
'2026-03-15 15:25:11,82,169,,
'2026-03-15 15:25:11,82,158,,
'2026-03-15 15:25:11,81,157,,
'2026-03-15 15:25:11,81,171,,
'2026-03-15 15:25:12,81,158,,
'2026-03-15 15:25:12,81,157,,
'2026-03-15 15:25:12,81,170,,
'2026-03-15 15:25:12,81,159,,
'2026-03-15 15:25:12,82,157,,
'2026-03-15 15:25:13,82,172,,
'2026-03-15 15:25:13,82,160,,
'2026-03-15 15:25:13,84,159,,
'2026-03-15 15:25:13,84,171,,
'2026-03-15 15:25:13,84,161,,
