Timestamp,HR,GSR
'2026-03-31 15:25:30,77,224
'2026-03-31 15:25:30,77,225
'2026-03-31 15:25:30,76,223
'2026-03-31 15:25:30,76,218
'2026-03-31 15:25:30,76,215
'2026-03-31 15:25:31,76,212
'2026-03-31 15:25:31,76,212
'2026-03-31 15:25:31,76,208
'2026-03-31 15:25:31,76,208
'2026-03-31 15:25:31,77,207
'2026-03-31 15:25:32,77,207
'2026-03-31 15:25:32,77,206
'2026-03-31 15:25:32,77,208
'2026-03-31 15:25:32,78,208
'2026-03-31 15:25:33,78,208
'2026-03-31 15:25:33,78,208
'2026-03-31 15:25:33,78,209
'2026-03-31 15:25:33,78,211
'2026-03-31 15:25:33,78,211
'2026-03-31 15:25:34,78,212
'2026-03-31 15:25:34,78,214
'2026-03-31 15:25:34,78,214
'2026-03-31 15:25:34,78,213
'2026-03-31 15:25:34,78,215
'2026-03-31 15:25:35,78,216
'2026-03-31 15:25:35,78,216
'2026-03-31 15:25:35,78,216
'2026-03-31 15:25:35,79,219
'2026-03-31 15:25:35,79,220
'2026-03-31 15:25:36,79,220
'2026-03-31 15:25:36,80,221
'2026-03-31 15:25:36,80,224
'2026-03-31 15:25:36,80,222
'2026-03-31 15:25:36,80,222
'2026-03-31 15:25:37,81,223
'2026-03-31 15:25:37,81,224
'2026-03-31 15:25:37,81,223
'2026-03-31 15:25:37,81,222
'2026-03-31 15:25:37,82,224
'2026-03-31 15:25:38,82,222
'2026-03-31 15:25:38,82,220
'2026-03-31 15:25:38,82,220
'2026-03-31 15:25:38,81,223
'2026-03-31 15:25:38,81,222
'2026-03-31 15:25:39,81,220
'2026-03-31 15:25:39,81,220
'2026-03-31 15:25:39,80,222
'2026-03-31 15:25:39,80,222
'2026-03-31 15:25:39,80,221
'2026-03-31 15:25:40,80,222
'2026-03-31 15:25:40,80,223
'2026-03-31 15:25:40,80,222
'2026-03-31 15:25:40,80,221
'2026-03-31 15:25:41,80,223
'2026-03-31 15:25:41,80,223
'2026-03-31 15:25:41,80,222
'2026-03-31 15:25:41,81,222
'2026-03-31 15:25:41,81,223
'2026-03-31 15:25:42,81,222
'2026-03-31 15:25:42,81,222
'2026-03-31 15:25:42,81,223
'2026-03-31 15:25:42,81,222
'2026-03-31 15:25:42,81,222
'2026-03-31 15:25:43,81,222
'2026-03-31 15:25:43,80,223
'2026-03-31 15:25:43,80,224
'2026-03-31 15:25:43,80,223
'2026-03-31 15:25:43,80,222
'2026-03-31 15:25:44,78,223
'2026-03-31 15:25:44,78,223
'2026-03-31 15:25:44,78,223
'2026-03-31 15:25:44,78,222
'2026-03-31 15:25:44,78,224
'2026-03-31 15:25:45,78,224
'2026-03-31 15:25:45,78,223
'2026-03-31 15:25:45,78,224
'2026-03-31 15:25:45,78,224
'2026-03-31 15:25:45,78,225
'2026-03-31 15:25:46,78,224
'2026-03-31 15:25:46,79,225
'2026-03-31 15:25:46,79,225
'2026-03-31 15:25:46,79,226
'2026-03-31 15:25:46,79,224
'2026-03-31 15:25:47,79,224
'2026-03-31 15:25:47,79,226
'2026-03-31 15:25:47,79,225
'2026-03-31 15:25:47,79,225
'2026-03-31 15:25:48,78,226
'2026-03-31 15:25:48,78,227
'2026-03-31 15:25:48,78,226
'2026-03-31 15:25:48,78,225
'2026-03-31 15:25:48,76,228
'2026-03-31 15:25:49,76,227
'2026-03-31 15:25:49,76,227
'2026-03-31 15:25:49,76,225
'2026-03-31 15:25:49,75,228
'2026-03-31 15:25:49,75,228
'2026-03-31 15:25:50,75,227
'2026-03-31 15:25:50,76,226
'2026-03-31 15:25:50,76,228
'2026-03-31 15:25:50,76,228
'2026-03-31 15:25:50,76,227
'2026-03-31 15:25:51,76,228
'2026-03-31 15:25:51,76,229
'2026-03-31 15:25:51,76,229
'2026-03-31 15:25:51,76,228
'2026-03-31 15:25:51,76,229
'2026-03-31 15:25:52,76,229
'2026-03-31 15:25:52,76,229
'2026-03-31 15:25:52,77,229
'2026-03-31 15:25:52,77,229
'2026-03-31 15:25:52,77,229
'2026-03-31 15:25:53,77,229
'2026-03-31 15:25:53,76,229
'2026-03-31 15:25:53,76,229
'2026-03-31 15:25:53,76,230
'2026-03-31 15:25:53,76,229
'2026-03-31 15:25:54,76,230
'2026-03-31 15:25:54,76,230
'2026-03-31 15:25:54,76,230
'2026-03-31 15:25:54,76,229
'2026-03-31 15:25:54,76,230
'2026-03-31 15:25:55,76,231
'2026-03-31 15:25:55,76,231
'2026-03-31 15:25:55,76,230
'2026-03-31 15:25:55,77,231
'2026-03-31 15:25:56,77,232
'2026-03-31 15:25:56,77,231
'2026-03-31 15:25:56,79,232
'2026-03-31 15:25:56,79,231
'2026-03-31 15:25:56,79,233
'2026-03-31 15:25:57,80,233
'2026-03-31 15:25:57,80,233
'2026-03-31 15:25:57,80,233
'2026-03-31 15:25:57,80,234
'2026-03-31 15:25:57,79,234
'2026-03-31 15:25:58,79,234
'2026-03-31 15:25:58,79,234
'2026-03-31 15:25:58,79,235
'2026-03-31 15:25:58,78,235
'2026-03-31 15:25:58,78,234
'2026-03-31 15:25:59,78,234
'2026-03-31 15:25:59,78,232
'2026-03-31 15:25:59,78,231
'2026-03-31 15:25:59,78,229
'2026-03-31 15:25:59,78,228
'2026-03-31 15:26:00,78,227
'2026-03-31 15:26:00,78,225
'2026-03-31 15:26:00,78,224
'2026-03-31 15:26:00,78,224
'2026-03-31 15:26:00,79,225
'2026-03-31 15:26:01,79,223
'2026-03-31 15:26:01,79,223
'2026-03-31 15:26:01,79,225
'2026-03-31 15:26:01,79,225
'2026-03-31 15:26:01,79,223
'2026-03-31 15:26:02,79,225
'2026-03-31 15:26:02,80,227
'2026-03-31 15:26:02,80,225
'2026-03-31 15:26:02,80,225
'2026-03-31 15:26:03,80,227
'2026-03-31 15:26:03,80,229
'2026-03-31 15:26:03,80,227
'2026-03-31 15:26:03,80,228
'2026-03-31 15:26:03,80,230
'2026-03-31 15:26:04,80,230
'2026-03-31 15:26:04,80,229
'2026-03-31 15:26:04,81,230
'2026-03-31 15:26:04,81,231
'2026-03-31 15:26:04,81,231
'2026-03-31 15:26:05,81,229
'2026-03-31 15:26:05,82,230
'2026-03-31 15:26:05,82,230
'2026-03-31 15:26:05,82,228
'2026-03-31 15:26:05,82,227
'2026-03-31 15:26:06,82,228
'2026-03-31 15:26:06,82,229
'2026-03-31 15:26:06,82,228
'2026-03-31 15:26:06,82,228
'2026-03-31 15:26:06,82,229
'2026-03-31 15:26:07,82,230
'2026-03-31 15:26:07,82,229
'2026-03-31 15:26:07,80,229
'2026-03-31 15:26:07,80,231
'2026-03-31 15:26:07,80,231
'2026-03-31 15:26:08,80,230
'2026-03-31 15:26:08,79,231
'2026-03-31 15:26:08,79,233
'2026-03-31 15:26:08,79,233
'2026-03-31 15:26:08,79,232
'2026-03-31 15:26:09,80,234
'2026-03-31 15:26:09,80,234
'2026-03-31 15:26:09,80,233
'2026-03-31 15:26:09,80,233
'2026-03-31 15:26:09,80,234
'2026-03-31 15:26:10,80,236
'2026-03-31 15:26:10,80,234
'2026-03-31 15:26:10,80,234
'2026-03-31 15:26:10,80,235
'2026-03-31 15:26:11,80,236
'2026-03-31 15:26:11,80,234
'2026-03-31 15:26:11,79,234
'2026-03-31 15:26:11,79,233
'2026-03-31 15:26:11,79,232
'2026-03-31 15:26:12,79,229
'2026-03-31 15:26:12,78,229
'2026-03-31 15:26:12,78,228
'2026-03-31 15:26:12,78,228
'2026-03-31 15:26:12,78,227
'2026-03-31 15:26:13,77,228
'2026-03-31 15:26:13,77,229
'2026-03-31 15:26:13,77,228
'2026-03-31 15:26:13,77,228
'2026-03-31 15:26:13,77,230
'2026-03-31 15:26:14,77,230
'2026-03-31 15:26:14,77,230
'2026-03-31 15:26:14,77,230
'2026-03-31 15:26:14,77,232
'2026-03-31 15:26:14,77,232
'2026-03-31 15:26:15,77,232
'2026-03-31 15:26:15,76,232
'2026-03-31 15:26:15,76,234
'2026-03-31 15:26:15,76,234
'2026-03-31 15:26:15,76,234
'2026-03-31 15:26:16,76,234
'2026-03-31 15:26:16,76,236
'2026-03-31 15:26:16,76,236
'2026-03-31 15:26:16,76,235
'2026-03-31 15:26:16,76,235
'2026-03-31 15:26:17,75,238
'2026-03-31 15:26:17,75,237
'2026-03-31 15:26:17,75,235
'2026-03-31 15:26:17,75,236
'2026-03-31 15:26:18,73,238
'2026-03-31 15:26:18,73,237
'2026-03-31 15:26:18,73,236
'2026-03-31 15:26:18,73,237
'2026-03-31 15:26:18,73,239
'2026-03-31 15:26:19,73,238
'2026-03-31 15:26:19,73,237
'2026-03-31 15:26:19,73,238
'2026-03-31 15:26:19,73,240
'2026-03-31 15:26:19,73,238
'2026-03-31 15:26:20,73,239
'2026-03-31 15:26:20,73,239
'2026-03-31 15:26:20,72,240
'2026-03-31 15:26:20,72,239
'2026-03-31 15:26:20,72,239
'2026-03-31 15:26:21,72,240
'2026-03-31 15:26:21,72,242
'2026-03-31 15:26:21,72,240
'2026-03-31 15:26:21,72,240
'2026-03-31 15:26:21,72,241
'2026-03-31 15:26:22,72,243
'2026-03-31 15:26:22,72,241
'2026-03-31 15:26:22,72,241
'2026-03-31 15:26:22,72,243
'2026-03-31 15:26:22,72,244
'2026-03-31 15:26:23,72,241
'2026-03-31 15:26:23,72,241
'2026-03-31 15:26:23,72,244
'2026-03-31 15:26:23,72,244
'2026-03-31 15:26:23,72,242
'2026-03-31 15:26:24,72,243
'2026-03-31 15:26:24,73,245
'2026-03-31 15:26:24,73,245
'2026-03-31 15:26:24,73,244
'2026-03-31 15:26:25,73,245
'2026-03-31 15:26:25,73,245
'2026-03-31 15:26:25,73,246
'2026-03-31 15:26:25,73,245
'2026-03-31 15:26:25,73,247
'2026-03-31 15:26:26,74,247
'2026-03-31 15:26:26,74,246
'2026-03-31 15:26:26,74,246
'2026-03-31 15:26:26,74,246
'2026-03-31 15:26:26,73,247
'2026-03-31 15:26:27,73,247
'2026-03-31 15:26:27,73,247
'2026-03-31 15:26:27,73,248
'2026-03-31 15:26:27,73,247
'2026-03-31 15:26:27,73,247
'2026-03-31 15:26:28,73,248
'2026-03-31 15:26:28,73,249
'2026-03-31 15:26:28,74,249
'2026-03-31 15:26:28,74,249
'2026-03-31 15:26:28,74,249
'2026-03-31 15:26:29,74,250
'2026-03-31 15:26:29,75,251
'2026-03-31 15:26:29,75,250
'2026-03-31 15:26:29,75,250
'2026-03-31 15:26:29,76,250
'2026-03-31 15:26:30,76,251
'2026-03-31 15:26:30,76,250
'2026-03-31 15:26:30,76,250
'2026-03-31 15:26:30,75,250
'2026-03-31 15:26:30,75,249
'2026-03-31 15:26:31,75,249
'2026-03-31 15:26:31,75,249
'2026-03-31 15:26:31,75,249
'2026-03-31 15:26:31,75,248
'2026-03-31 15:26:31,75,248
'2026-03-31 15:26:32,75,249
'2026-03-31 15:26:32,76,250
'2026-03-31 15:26:32,76,247
'2026-03-31 15:26:32,76,250
'2026-03-31 15:26:33,77,251
'2026-03-31 15:26:33,77,250
'2026-03-31 15:26:33,77,250
'2026-03-31 15:26:33,79,251
'2026-03-31 15:26:33,79,250
'2026-03-31 15:26:34,79,248
'2026-03-31 15:26:34,79,246
'2026-03-31 15:26:34,80,247
'2026-03-31 15:26:34,80,244
'2026-03-31 15:26:34,80,242
'2026-03-31 15:26:35,81,243
'2026-03-31 15:26:35,81,244
'2026-03-31 15:26:35,81,242
'2026-03-31 15:26:35,81,241
'2026-03-31 15:26:35,81,242
'2026-03-31 15:26:36,81,243
'2026-03-31 15:26:36,81,242
'2026-03-31 15:26:36,81,241
'2026-03-31 15:26:36,80,244
'2026-03-31 15:26:36,80,245
'2026-03-31 15:26:37,80,244
'2026-03-31 15:26:37,81,245
'2026-03-31 15:26:37,81,246
'2026-03-31 15:26:37,81,246
'2026-03-31 15:26:37,81,246
'2026-03-31 15:26:38,82,247
'2026-03-31 15:26:38,82,247
'2026-03-31 15:26:38,82,247
'2026-03-31 15:26:38,83,246
'2026-03-31 15:26:38,83,247
'2026-03-31 15:26:39,83,247
'2026-03-31 15:26:39,83,245
'2026-03-31 15:26:39,82,244
'2026-03-31 15:26:39,82,244
'2026-03-31 15:26:40,82,245
'2026-03-31 15:26:40,82,243
'2026-03-31 15:26:40,80,243
'2026-03-31 15:26:40,80,244
'2026-03-31 15:26:40,80,245
'2026-03-31 15:26:41,80,244
'2026-03-31 15:26:41,79,245
'2026-03-31 15:26:41,79,246
'2026-03-31 15:26:41,79,247
'2026-03-31 15:26:41,79,246
'2026-03-31 15:26:42,78,247
'2026-03-31 15:26:42,78,248
'2026-03-31 15:26:42,78,248
'2026-03-31 15:26:42,78,247
'2026-03-31 15:26:42,78,249
'2026-03-31 15:26:43,78,249
'2026-03-31 15:26:43,78,249
'2026-03-31 15:26:43,78,249
'2026-03-31 15:26:43,78,250
'2026-03-31 15:26:43,78,250
'2026-03-31 15:26:44,78,250
'2026-03-31 15:26:44,78,249
'2026-03-31 15:26:44,78,251
'2026-03-31 15:26:44,78,251
'2026-03-31 15:26:44,78,251
'2026-03-31 15:26:45,77,251
'2026-03-31 15:26:45,77,252
'2026-03-31 15:26:45,77,252
'2026-03-31 15:26:45,77,252
'2026-03-31 15:26:45,77,252
'2026-03-31 15:26:46,77,253
'2026-03-31 15:26:46,77,253
'2026-03-31 15:26:46,77,254
'2026-03-31 15:26:46,77,253
'2026-03-31 15:26:46,77,254
'2026-03-31 15:26:47,77,253
'2026-03-31 15:26:47,77,254
'2026-03-31 15:26:47,77,254
'2026-03-31 15:26:47,77,255
'2026-03-31 15:26:48,77,254
'2026-03-31 15:26:48,77,254
'2026-03-31 15:26:48,77,255
'2026-03-31 15:26:48,77,256
'2026-03-31 15:26:48,77,255
'2026-03-31 15:26:49,77,256
'2026-03-31 15:26:49,77,256
'2026-03-31 15:26:49,77,256
'2026-03-31 15:26:49,77,256
'2026-03-31 15:26:49,76,257
'2026-03-31 15:26:50,76,257
'2026-03-31 15:26:50,76,257
'2026-03-31 15:26:50,76,256
'2026-03-31 15:26:50,76,258
'2026-03-31 15:26:50,76,259
'2026-03-31 15:26:51,76,258
'2026-03-31 15:26:51,76,258
'2026-03-31 15:26:51,76,260
'2026-03-31 15:26:51,76,260
'2026-03-31 15:26:51,76,259
'2026-03-31 15:26:52,76,258
'2026-03-31 15:26:52,75,260
'2026-03-31 15:26:52,75,260
'2026-03-31 15:26:52,75,259
'2026-03-31 15:26:52,75,260
'2026-03-31 15:26:53,74,261
'2026-03-31 15:26:53,74,261
'2026-03-31 15:26:53,74,261
'2026-03-31 15:26:53,74,260
'2026-03-31 15:26:53,74,263
'2026-03-31 15:26:54,74,264
'2026-03-31 15:26:54,74,262
'2026-03-31 15:26:54,74,262
'2026-03-31 15:26:54,74,265
'2026-03-31 15:26:55,74,264
'2026-03-31 15:26:55,74,262
'2026-03-31 15:26:55,74,263
'2026-03-31 15:26:55,74,266
'2026-03-31 15:26:55,74,265
'2026-03-31 15:26:56,74,263
'2026-03-31 15:26:56,74,263
'2026-03-31 15:26:56,74,267
'2026-03-31 15:26:56,74,265
'2026-03-31 15:26:56,74,264
'2026-03-31 15:26:57,74,265
'2026-03-31 15:26:57,74,267
'2026-03-31 15:26:57,74,266
'2026-03-31 15:26:57,74,265
'2026-03-31 15:26:57,74,267
'2026-03-31 15:26:58,74,268
'2026-03-31 15:26:58,74,266
'2026-03-31 15:26:58,74,266
'2026-03-31 15:26:58,74,269
'2026-03-31 15:26:58,74,269
'2026-03-31 15:26:59,74,268
'2026-03-31 15:26:59,74,267
'2026-03-31 15:26:59,74,270
'2026-03-31 15:26:59,74,270
'2026-03-31 15:26:59,74,268
'2026-03-31 15:27:00,74,269
'2026-03-31 15:27:00,75,271
'2026-03-31 15:27:00,75,271
'2026-03-31 15:27:00,75,269
'2026-03-31 15:27:00,75,270
'2026-03-31 15:27:01,75,273
'2026-03-31 15:27:01,75,271
'2026-03-31 15:27:01,75,271
'2026-03-31 15:27:01,75,272
'2026-03-31 15:27:01,75,274
'2026-03-31 15:27:02,75,272
'2026-03-31 15:27:02,75,271
'2026-03-31 15:27:02,75,273
'2026-03-31 15:27:02,74,275
'2026-03-31 15:27:03,74,273
'2026-03-31 15:27:03,74,271
'2026-03-31 15:27:03,74,274
'2026-03-31 15:27:03,74,276
'2026-03-31 15:27:03,74,274
'2026-03-31 15:27:04,74,273
'2026-03-31 15:27:04,74,275
'2026-03-31 15:27:04,74,276
'2026-03-31 15:27:04,74,275
'2026-03-31 15:27:04,74,275
'2026-03-31 15:27:05,75,277
'2026-03-31 15:27:05,75,278
'2026-03-31 15:27:05,75,277
'2026-03-31 15:27:05,75,277
'2026-03-31 15:27:05,75,279
'2026-03-31 15:27:06,75,278
'2026-03-31 15:27:06,75,277
'2026-03-31 15:27:06,75,277
'2026-03-31 15:27:06,75,282
'2026-03-31 15:27:06,75,279
'2026-03-31 15:27:07,75,278
'2026-03-31 15:27:07,75,279
'2026-03-31 15:27:07,75,281
'2026-03-31 15:27:07,75,279
'2026-03-31 15:27:07,75,279
'2026-03-31 15:27:08,75,280
'2026-03-31 15:27:08,75,283
'2026-03-31 15:27:08,75,282
'2026-03-31 15:27:08,75,281
'2026-03-31 15:27:08,77,284
'2026-03-31 15:27:09,77,283
'2026-03-31 15:27:09,77,283
'2026-03-31 15:27:09,77,283
'2026-03-31 15:27:09,76,285
'2026-03-31 15:27:10,76,285
'2026-03-31 15:27:10,76,284
'2026-03-31 15:27:10,76,284
'2026-03-31 15:27:10,76,287
'2026-03-31 15:27:10,76,286
'2026-03-31 15:27:11,76,285
'2026-03-31 15:27:11,76,286
'2026-03-31 15:27:11,76,288
'2026-03-31 15:27:11,76,287
'2026-03-31 15:27:11,76,286
'2026-03-31 15:27:12,77,288
'2026-03-31 15:27:12,77,289
'2026-03-31 15:27:12,77,289
'2026-03-31 15:27:12,77,287
'2026-03-31 15:27:12,77,290
'2026-03-31 15:27:13,77,290
'2026-03-31 15:27:13,77,290
'2026-03-31 15:27:13,77,289
'2026-03-31 15:27:13,77,293
'2026-03-31 15:27:13,77,292
'2026-03-31 15:27:14,77,291
'2026-03-31 15:27:14,77,291
'2026-03-31 15:27:14,77,293
'2026-03-31 15:27:14,77,293
'2026-03-31 15:27:14,77,291
'2026-03-31 15:27:15,78,293
'2026-03-31 15:27:15,78,294
'2026-03-31 15:27:15,78,294
'2026-03-31 15:27:15,78,292
'2026-03-31 15:27:15,78,295
'2026-03-31 15:27:16,78,295
'2026-03-31 15:27:16,78,295
'2026-03-31 15:27:16,78,294
'2026-03-31 15:27:16,77,297
'2026-03-31 15:27:16,77,297
'2026-03-31 15:27:17,77,296
'2026-03-31 15:27:17,77,295
'2026-03-31 15:27:17,77,298
'2026-03-31 15:27:17,77,298
'2026-03-31 15:27:18,77,297
'2026-03-31 15:27:18,77,297
'2026-03-31 15:27:18,77,299
'2026-03-31 15:27:18,77,299
'2026-03-31 15:27:18,77,298
'2026-03-31 15:27:19,78,300
'2026-03-31 15:27:19,78,300
'2026-03-31 15:27:19,78,301
'2026-03-31 15:27:19,78,300
'2026-03-31 15:27:19,78,302
'2026-03-31 15:27:20,78,302
'2026-03-31 15:27:20,78,302
'2026-03-31 15:27:20,78,301
'2026-03-31 15:27:20,77,304
'2026-03-31 15:27:20,77,303
'2026-03-31 15:27:21,77,303
'2026-03-31 15:27:21,77,302
'2026-03-31 15:27:21,76,305
'2026-03-31 15:27:21,76,304
'2026-03-31 15:27:21,76,303
'2026-03-31 15:27:22,76,302
'2026-03-31 15:27:22,76,305
'2026-03-31 15:27:22,76,304
'2026-03-31 15:27:22,76,303
'2026-03-31 15:27:22,76,303
'2026-03-31 15:27:23,75,305
'2026-03-31 15:27:23,75,305
'2026-03-31 15:27:23,75,304
'2026-03-31 15:27:23,75,304
'2026-03-31 15:27:23,75,306
'2026-03-31 15:27:24,75,306
'2026-03-31 15:27:24,75,305
'2026-03-31 15:27:24,75,307
'2026-03-31 15:27:24,75,308
'2026-03-31 15:27:25,75,307
