Timestamp,Event_Time,Event,Content
15:28:28,245.192,EyeGaze,right_exit_PFD altitude
15:28:29,245.9594,EyeGaze,right_enter_Window middle
15:28:30,247.1023,EyeGaze,right_exit_ND right
15:28:30,247.1438,EyeGaze,right_enter_PFD speed
15:28:30,247.4063,EyeGaze,right_exit_PFD speed
15:28:30,247.5036,EyeGaze,right_enter_ND right
15:28:31,248.408,EyeGaze,right_exit_FMC
15:28:31,248.4494,EyeGaze,right_enter_Flaps
15:28:31,248.4794,EyeGaze,right_exit_Flaps
15:28:31,248.5329,EyeGaze,right_enter_Flaps
15:28:32,248.8689,EyeGaze,left_exit_Flaps
15:28:32,248.9114,EyeGaze,left_enter_FMC
15:28:32,249.4395,EyeGaze,left_exit_ND right
15:28:33,249.8297,EyeGaze,left_enter_Window middle
15:28:33,249.9401,EVENTCODE,VARY_SPEED
15:28:36,253.1294,EVENTCODE,VARY_SPEED
15:28:36,253.2658,EyeGaze,right_exit_PFD speed
15:28:36,253.6008,EyeGaze,right_enter_PFD altitude
15:28:36,253.6709,EyeGaze,right_exit_PFD altitude
15:28:38,255.5644,EyeGaze,right_enter_Window middle
15:28:39,256.0799,SPEECH,
15:28:40,256.8303,EVENTCODE,VARY_SPEED
15:28:43,259.9785,EyeGaze,right_exit_PFD speed
15:28:43,260.0048,EyeGaze,right_enter_ND right
15:28:44,261.2571,EVENTCODE,VARY_SPEED
15:28:48,265.7683,EVENTCODE,VARY_SPEED
15:28:51,268.08,WAYPOINT,WAYBI-ZIKKO
15:28:51,268.1094,EVENTCODE,SET_ALT_HOLD
15:28:52,269.5005,EVENTCODE,VARY_SPEED
15:28:54,271.1841,SPEECH,
15:28:54,271.2136,BUTTONID,HDG_SEL_ON
15:28:55,272.3271,EVENTCODE,MAIN_AUDIO_END
15:28:55,272.3529,EVENTCODE,UNLOCK_BUTTON_6R
15:28:55,272.4797,EyeGaze,right_exit_PFD speed
15:28:55,272.7425,EyeGaze,right_enter_PFD altitude
15:28:56,273.0481,EVENTCODE,VARY_SPEED
15:28:57,274.7194,EyeGaze,left_exit_Window right
15:28:58,275.1661,EyeGaze,left_enter_Window right
15:28:58,275.1816,EyeGaze,left_exit_Window right
15:28:58,275.3632,EyeGaze,left_enter_PFD altitude
15:28:59,276.1274,EyeGaze,right_exit_FMC
15:28:59,276.1433,EyeGaze,right_enter_PFD speed
15:28:59,276.3484,SPEECH,Roger activate Route 2.
15:28:59,276.3663,EVENTCODE,PLAYER_RESPONSE_PASS
15:29:00,276.8657,EyeGaze,left_exit_Window right
15:29:00,276.937,EyeGaze,left_enter_PFD altitude
15:29:00,277.1287,EVENTCODE,VARY_SPEED
15:29:01,278.3399,EyeGaze,right_exit_FMC
15:29:02,278.9252,BUTTONID,6R
15:29:02,278.9541,EVENTCODE,LOCK_FMC
15:29:02,278.9678,EVENTCODE,UNLOCK_BUTTON_EXEC
15:29:02,279.539,EyeGaze,right_enter_FMC
15:29:03,280.3867,EyeGaze,right_exit_FMC
15:29:03,280.4425,EyeGaze,right_enter_PFD speed
15:29:03,280.7634,EyeGaze,left_exit_PFD altitude
15:29:04,281.4022,EVENTCODE,VARY_SPEED
15:29:06,283.309,SPEECH,Execute confirm.
15:29:06,283.3256,EVENTCODE,PLAYER_RESPONSE_PASS
15:29:07,283.894,EVENTCODE,MAIN_AUDIO_END
15:29:07,284.0316,EyeGaze,left_enter_PFD altitude
15:29:07,284.0316,EyeGaze,right_exit_Window right
15:29:08,284.9655,EyeGaze,right_enter_PFD altitude
15:29:08,285.0081,EyeGaze,right_exit_PFD speed
15:29:08,285.0373,EyeGaze,right_enter_FMC
15:29:08,285.1202,EVENTCODE,VARY_SPEED
15:29:09,285.8709,EyeGaze,right_exit_FMC
15:29:09,286.1347,EyeGaze,right_enter_FMC
15:29:09,286.4283,BUTTONID,EXEC_HOVER
15:29:09,286.5544,BUTTONID,EXEC_HOVER
15:29:09,286.5801,BUTTONID,EXEC
15:29:09,286.609,EVENTCODE,LOCK_FMC
15:29:09,286.622,EVENTCODE,Route_2_Activated
15:29:09,286.6509,EVENTCODE,UNLOCK_LNAV
15:29:09,286.7909,EyeGaze,right_exit_FMC
15:29:10,286.8174,EyeGaze,right_enter_FMC
15:29:10,286.8315,EyeGaze,right_exit_FMC
15:29:10,286.8613,EyeGaze,right_enter_FMC
15:29:10,287.1787,EyeGaze,right_exit_FMC
15:29:10,287.2342,EyeGaze,right_enter_FMC
15:29:12,289.3365,EVENTCODE,VARY_SPEED
15:29:12,289.6159,BUTTONID,HEADING_046
15:29:12,289.6159,BUTTONID,HEADING_046
15:29:13,289.9911,EyeGaze,left_exit_Window middle
15:29:15,291.9246,SPEECH,Route 2 activated.
15:29:15,291.9383,EVENTCODE,PLAYER_RESPONSE_PASS
15:29:15,292.509,EyeGaze,left_enter_PFD altitude
15:29:15,292.509,EyeGaze,right_exit_Window right
15:29:15,292.5656,EVENTCODE,VARY_SPEED
15:29:15,292.5944,EyeGaze,right_enter_PFD altitude
15:29:16,293.6371,EVENTCODE,MAIN_AUDIO_END
15:29:16,293.6643,EVENTCODE,UNLOCK_BUTTON_2L
15:29:20,297.1039,EyeGaze,left_exit_PFD speed
15:29:20,297.2847,EVENTCODE,VARY_SPEED
15:29:20,297.6049,EyeGaze,left_enter_Window right
15:29:20,297.6487,EyeGaze,left_exit_Window right
15:29:20,297.6752,EyeGaze,left_enter_Window right
15:29:20,297.6886,EyeGaze,left_exit_Window right
15:29:21,297.857,SPEECH,Roger directs with AB18.
15:29:21,297.869,EVENTCODE,PLAYER_RESPONSE_PASS
15:29:21,298.3146,EyeGaze,left_enter_PFD altitude
15:29:22,299.3331,BUTTONID,2L
15:29:22,299.3619,EVENTCODE,LOCK_FMC
15:29:22,299.3753,EVENTCODE,UNLOCK_BUTTON_1L
15:29:23,299.8069,BUTTONID,1L
15:29:23,299.8358,EVENTCODE,LOCK_FMC
15:29:23,299.8485,EVENTCODE,UNLOCK_BUTTON_EXEC
15:29:23,300.4731,EyeGaze,right_exit_PFD altitude
15:29:23,300.5015,EyeGaze,left_exit_PFD altitude
15:29:23,300.5015,EyeGaze,right_enter_Window right
15:29:23,300.5308,EyeGaze,left_enter_Window right
15:29:23,300.5308,SPEECH,Alright.
15:29:23,300.6701,EyeGaze,left_exit_Window right
15:29:23,300.6965,EyeGaze,left_enter_Window right
15:29:23,300.7139,EyeGaze,left_exit_Window right
15:29:24,301.1569,EVENTCODE,VARY_SPEED
15:29:24,301.6434,EyeGaze,left_enter_PFD speed
15:29:25,302.6595,BUTTONID,EXEC_HOVER
15:29:26,302.9102,SPEECH,Execute confirm.
15:29:26,302.925,EVENTCODE,PLAYER_RESPONSE_PASS
15:29:26,303.1891,BUTTONID,EXEC_HOVER
15:29:26,303.4125,BUTTONID,EXEC
15:29:26,303.4392,EVENTCODE,LOCK_FMC
15:29:26,303.4549,EVENTCODE,Direct_AB18R_Completed
15:29:27,304.1934,EyeGaze,left_exit_PFD altitude
15:29:27,304.2065,EyeGaze,left_enter_Window right
15:29:27,304.2198,EyeGaze,left_exit_Window right
15:29:27,304.3442,EyeGaze,left_enter_Window right
15:29:27,304.4269,EyeGaze,left_exit_Window right
15:29:28,305.0126,EVENTCODE,VARY_SPEED
15:29:30,306.8363,EyeGaze,left_enter_PFD altitude
15:29:30,306.908,EyeGaze,right_exit_PFD speed
15:29:30,306.9333,EyeGaze,right_enter_FMC
15:29:30,307.4086,EyeGaze,left_exit_FMC
15:29:30,307.4345,EyeGaze,left_enter_PFD altitude
15:29:30,307.5891,SPEECH,Direct AB18R.
15:29:30,307.6031,EVENTCODE,PLAYER_RESPONSE_PASS
15:29:30,307.6199,EVENTCODE,LATERAL_ERROR
15:29:30,307.6316,BUTTONID,ALTITUDE_6000
15:29:30,307.6316,EVENTCODE,PF_ACTION_MISSED_APPROACH_ALT
15:29:31,307.8,WAYPOINT,ZIKKO
15:29:31,308.2154,EVENTCODE,VARY_SPEED
15:29:31,308.3825,EyeGaze,right_exit_PFD altitude
15:29:31,308.5905,EyeGaze,right_enter_PFD altitude
15:29:33,310.1803,EVENTCODE,MAIN_AUDIO_END
15:29:36,312.839,EyeGaze,right_exit_Window middle
15:29:36,313.2139,EVENTCODE,VARY_SPEED
15:29:36,313.5204,EyeGaze,left_exit_PFD altitude
15:29:36,313.5204,EyeGaze,right_enter_Window right
15:29:37,314.3687,SPEECH,6000 check.
15:29:37,314.3837,EVENTCODE,PLAYER_RESPONSE_PASS
15:29:37,314.3969,EVENTCODE,UNLOCK_FLAPS
15:29:37,314.606,EyeGaze,left_enter_PFD altitude
15:29:37,314.606,EyeGaze,right_exit_Window right
15:29:38,314.9409,EyeGaze,left_exit_PFD altitude
15:29:38,314.9409,EyeGaze,right_enter_Window right
15:29:38,315.1641,EyeGaze,left_enter_PFD altitude
15:29:38,315.442,EVENTCODE,MAIN_AUDIO_END
15:29:39,316.1784,EyeGaze,left_exit_PFD altitude
15:29:39,316.2065,EyeGaze,left_enter_Window right
15:29:39,316.4431,EyeGaze,right_exit_Window right
15:29:39,316.4584,EyeGaze,right_enter_PFD altitude
15:29:40,317.4846,EVENTCODE,VARY_SPEED
15:29:42,319.1689,EyeGaze,left_exit_Flaps
15:29:42,319.3351,EyeGaze,left_enter_Flaps
15:29:43,320.1275,EVENTCODE,Flaps 15
15:29:43,320.1275,BUTTONID,FLAPS_15
15:29:44,321.2997,EVENTCODE,VARY_SPEED
15:29:45,322.1362,BUTTONID,FLAPS_AT_15
15:29:45,322.735,EyeGaze,left_exit_Flaps
15:29:45,322.7625,EyeGaze,left_enter_Flaps
15:29:46,322.8174,EyeGaze,left_exit_Flaps
15:29:46,323.056,EVENTCODE,Flaps 15
15:29:46,323.056,BUTTONID,FLAPS_15
15:29:46,323.1782,EyeGaze,left_enter_Flaps
15:29:46,323.3726,EyeGaze,left_exit_Flaps
15:29:46,323.511,EyeGaze,left_enter_Flaps
15:29:48,325.0583,BUTTONID,FLAPS_AT_15
15:29:48,325.7401,EyeGaze,left_exit_Flaps
15:29:49,325.8664,EyeGaze,left_enter_Flaps
15:29:49,326.1997,EVENTCODE,VARY_SPEED
15:29:49,326.425,EVENTCODE,Flaps 15
15:29:49,326.425,BUTTONID,FLAPS_15
15:29:51,328.3303,EVENTCODE,Flaps 15
15:29:51,328.3303,BUTTONID,FLAPS_15
15:29:51,328.6366,EyeGaze,right_exit_Speed Brakes
15:29:52,328.8449,EyeGaze,right_enter_Flaps
15:29:52,329.2631,EVENTCODE,VARY_SPEED
15:29:52,329.56,WAYPOINT,AB18R
15:29:52,329.5863,EVENTCODE,Switching spline from Flight Path Spline v2 to LatErrorRecoveryWR
15:29:52,329.5863,EVENTCODE,LATERAL_ERROR
15:29:52,329.5863,EVENTCODE,LATERAL_ERROR
15:29:52,329.6037,EVENTCODE,UNLOCK_LNAV
15:29:53,330.3323,BUTTONID,FLAPS_AT_15
15:29:54,331.6276,SPEECH,
15:29:55,332.1182,EyeGaze,left_exit_Flaps
15:29:55,332.1463,EyeGaze,left_enter_Flaps
15:29:55,332.2541,EVENTCODE,Flaps 30
15:29:55,332.2541,BUTTONID,FLAPS_30
15:29:55,332.2859,EVENTCODE,LOCK_FLAPS
